slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label
MZ/AZL/84A10/2024/109,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/109),Aibawk,23.565,92.70777778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/110,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/110),Aibawk,23.56666667,92.70888889,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A09/2024/111,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A09/2024/111),"BSUP, Durtlang",23.77305556,92.74361111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A13/2024/112,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A13/2024/112),Muthi,23.77472222,92.76194444,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A13/2024/113,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A13/2024/113),Muthi,23.77361111,92.76111111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/114,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/114),"Zuangtui, Aizawl",23.74861111,92.73861111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/115,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/115),Muallungthu,23.61,92.72083333,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/116,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/116),Muallungthu,23.60666667,92.72305556,Debris,Complex,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/117,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/117),Tachhip,23.5925,92.71666667,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/118,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/118),Tachhip,23.58722222,92.71361111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/119,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/119),Tachhip,23.57694444,92.71305556,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/121,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/121),Tachhip,23.58027778,92.715,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/122,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/122),Tachhip,23.58138889,92.71416667,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/123,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/123),Tachhip,23.58694444,92.7175,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/124,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/124),Tachhip,23.58555556,92.71583333,Debris,Complex,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/125,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/125),Tachhip,23.58583333,92.71638889,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/126,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/126),Tachhip,23.58638889,92.71583333,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/127,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/127),Hualngohmun,23.65388889,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/128,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/128),Hualngohmun,23.65416667,92.71777778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/129,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/129),Melriat to Samtlang road,23.655,92.71444444,Rock,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/130,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/130),Melriat to Samtlang road,23.65416667,92.69,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/131,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/131),N Lungleng,23.66055556,92.67277778,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/132,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/132),N Lungleng,23.66083333,92.67277778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/133,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/133),N Lungleng,23.65777778,92.67444444,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/134,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/134),Samtlang Junction,23.65861111,92.70583333,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A10/2024/135,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/135),Melthum,23.68143611,92.72144167,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/136,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/136),Zemabawk to Tuirial Airfield,23.73555556,92.78833333,Rock,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/137,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/137),Tuirial,23.72694444,92.79527778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/138,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/138),Tuirial Airfield,23.73277778,92.79722222,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/139,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/139),Tuirial Airfield Cemetery,23.73416667,92.79861111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/140,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/140),Tuirial Airfield,23.74555556,92.79444444,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/141,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/141),Tuirial Airfield,23.73666667,92.79722222,Debris,Subsidence,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/142,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/142),Tuirial Airfield,23.73638889,92.79805556,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/143,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/143),Tuirial Airfield,23.73583333,92.79888889,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/144,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/144),Tuirial Airfield,23.73638889,92.8,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/145,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/145),Tuirial Airfield,23.73555556,92.80027778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/146,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/146),Tuirial,23.71972222,92.79777778,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/0147,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/0147),Tuirial,23.72222222,92.80138889,Rock,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A14/2024/149,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A14/2024/149),Seling to Sesawng,23.73305556,92.84777778,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A13/2024/150,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A13/2024/150),Sesawng,23.76083333,92.8475,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A13/2024/151,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A13/2024/151),Khawruhlian,23.86972222,92.87611111,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/AZL/84A13/2024/152,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A13/2024/152),Mualmam,23.80750556,92.83417222,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/153,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/153),Chhingchhip NH,23.47694444,92.857846,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/154,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/154),"Venglai , Chhingchhip",23.471041,92.85503,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/155,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/155),"Venglai, Chhingchhip",23.465558,92.855991,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/156,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/156),"Venglai, Chhingchhip",23.463164,92.854672,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/157,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/157),"Hmar Veng, Serchhip",23.31259,92.856415,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/158,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/158),"NH, Serchhip",23.288812,92.864763,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/159,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/159),"NH, Serchhip",23.281264,92.869279,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/160,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/160),"S Chhiahtlang , Near VCP house",23.379441,92.844081,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/161,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/161),"S Chhiahtlang, Kawn Veng",23.38151,92.844938,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/162,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/162),"S Chhiahtlang, Kawn Veng",23.382175,92.843876,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/163,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/163),N Chhiahtlang,23.382772,92.845187,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/164,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/164),"N Chhiahtlang, towards Jail road",23.381533,92.854115,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A15/2024/165,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A15/2024/165),Chhiahtlang,23.387941,92.842291,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84A16/2024/166,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84A16/2024/166),Keitum,23.237077,92.910043,Debris,Slide,28 May 2024,2024-05-28,1,1
MZ/SER/84E04/2024/167,Mizoram,Serchhip,Serchhip Slope Failure (MZ/SER/84E04/2024/167),N Vanlaiphai,23.126631,93.064946,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2022/39,Mizoram,Hnahthial,"Shalom Vengthar, Bawngkawn",,22.91452778,92.89333333,Rock,Slide,14 November 2022,2022-11-14,1,1
MIZ/AZL/2022/49,Mizoram,Aizawl,Muthi,,23.65530556,92.7025,Rock,Slide,5 April 2022,2022-04-05,1,1
MIZ/AZL/2022/53,Mizoram,Aizawl,"Tuikual N, D Mual",,23.73053889,92.716019,Debris,Flow,22 June 2018,2018-06-22,1,1
MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,,23.51980556,92.70066667,Debris,Slide,13 August 2023,2023-08-13,1,1
MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,,24.27138889,92.96,Debris,Slide,24 July 2023,2023-07-24,1,1
MIZ/AZL/2023/102,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/102),,24.18561111,92.94536111,Debris,Slide,15 August 2013,2013-08-15,1,1
MIZ/AZL/2023/142,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/142),,23.57166667,92.71083333,Debris,Slide,9 June 2023,2023-06-09,1,1
MIZ/AZL/2023/143,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/143),,23.58388889,92.71722222,Rock,Slide,8 August 2023,2023-08-08,1,1
MIZ/AZL/2023/144,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/144),,23.58591667,92.71777778,Earth/Soil,Slide,25 July 2023,2023-07-25,1,1
MIZ/AZL/2023/145,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/145),,23.55944444,92.70833333,Earth/Soil,Slide,06 July 2023,2023-07-06,1,1
MIZ/AZL/2023/146,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/146),,23.54380556,92.70136111,Debris,Slide,06 August 2023,2023-08-06,1,1
MIZ/AZL/2023/147,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/147),,23.54027778,92.70138889,Rock,Slide,06 August 2023,2023-08-06,1,1
MIZ/AZL/2023/148,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/148),,23.53986111,92.70063889,Debris,Slide,06 August 2023,2023-08-06,1,1
MIZ/AZL/2023/149,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/149),,23.535,92.69694444,Rock,Slide,28 July 2023,2023-07-28,1,1
MIZ/AZL/2023/150,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/150),,23.53333333,92.69722222,Earth/Soil,Slide,2 August 2023,2023-08-02,1,1
MIZ/AZL/2023/151,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/151),,23.52972222,92.69611111,Debris,Slide,3 August 2023,2023-08-03,1,1
MIZ/AZL/2023/152,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/152),,23.49991667,92.70136111,Debris,Slide,2 June 2023,2023-06-02,1,1
MIZ/AZL/2023/153,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/153),,23.5,92.70111111,Debris,Slide,09 August 2023,2023-08-09,1,1
MIZ/AZL/2023/155,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2023/155),,23.78138889,92.67638889,Rock,Slide,25 October 2023,2023-10-25,1,1
MIZ/KOL/2023/157,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/157),,23.93027778,92.6525,Rock,Slide,17 September 2023,2023-09-17,1,1
MIZ/KOL/2023/158,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/158),,23.05805556,92.67583333,Debris,Slide,12 August 2023,2023-08-12,1,1
MIZ/KOL/2023/160,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/160),,23.05222222,92.67027778,Debris,Slide,12 September 2023,2023-09-12,1,1
MIZ/KOL/2023/162,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/162),,23.03016667,92.67336111,Debris,Slide,12 September 2023,2023-09-12,1,1
MIZ/KOL/2023/163,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/163),,23.02280556,92.67255556,Debris,Slide,17 September 2023,2023-09-17,1,1
MIZ/KOL/2023/164,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/164),,23.00638889,92.67691667,Rock,Slide,23 July 2023,2023-07-23,1,1
MIZ/KOL/2023/169,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/169),,23.91777778,92.73805556,Rock,Slide,27 September 2023,2023-09-27,1,1
MIZ/KOL/2023/170,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2023/170),,23.89638889,92.73638889,Rock,Slide,27 September 2023,2023-09-27,1,1
MIZ/AZL/2024/220,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/220),,23.60861111,92.85055556,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/227,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/227),,23.73305556,92.75,Debris,Slide,22 July 2024,2024-07-22,1,1
MIZ/AZL/2024/228,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/228),,23.73222222,92.75,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/229,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/229),,23.73194444,92.75,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/230,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/230),,23.74083333,92.74111111,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/231,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/231),,23.74916667,92.7375,Debris,Slide,30 June 2024,2024-06-30,1,1
MIZ/AZL/2024/235,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/235),,23.76972222,92.74472222,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/237,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/237),,23.76388889,92.73388889,Rock,Slide,26 September 2024,2024-09-26,1,1
MIZ/AZL/2024/241,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/241),,23.73888889,92.71472222,Debris,Slide,21 August 2024,2024-08-21,1,1
MIZ/AZL/2024/247,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/247),,23.74916667,92.69416667,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/249,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/249),,23.74194444,92.71305556,Debris,Slide,21 August 2024,2024-08-21,1,1
MIZ/AZL/2024/250,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/250),,23.74388889,92.71222222,Debris,Slide,20 July 2024,2024-07-20,1,1
MIZ/AZL/2024/252,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/252),,23.74722222,92.71805556,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/254,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/254),,23.69277778,92.72055556,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/262,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/262),,23.69777778,92.71944444,Debris,Slide,20 September 2024,2024-09-20,1,1
MIZ/AZL/2024/263,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/263),,23.69972222,92.7175,Debris,Slide,20 June 2024,2024-06-20,1,1
MIZ/AZL/2024/265,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/265),,23.70972222,92.72222222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/266,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/266),,23.69944444,92.71972222,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/270,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/270),,23.70277778,92.72083333,Rock,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/271,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/271),,23.7025,92.72138889,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/272,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/272),,23.69805556,92.72277778,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/273,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/273),,23.69361111,92.7225,Debris,Slide,28 June 2024,2024-06-28,1,1
MIZ/AZL/2024/278,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/278),,23.66416667,92.72055556,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/279,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/279),,23.66055556,92.72527778,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/280,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/280),,23.66,92.72638889,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/281,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/281),,23.65527778,92.72694444,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/282,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/282),,23.65138889,92.72694444,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/283,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/283),,23.64555556,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/285,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/285),,23.64444444,92.72527778,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/286,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/286),,23.64166667,92.72416667,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/287,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/287),,23.64083333,92.72472222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/288,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/288),,23.6375,92.72277778,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/294,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/294),,23.62611111,92.72638889,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/295,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/295),,23.6325,92.72388889,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/297,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/297),,23.62972222,92.72555556,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/302,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/302),,23.61611111,92.71722222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/305,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/305),,23.61861111,92.72611111,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/306,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/306),,23.60555556,92.725,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/307,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/307),,23.58694444,92.8175,Debris,Slide,25 August 2024,2024-08-25,1,1
MIZ/AZL/2024/312,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/312),,23.59194444,92.75055556,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/313,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/313),,23.595,92.81611111,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/319,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/319),,23.60861111,92.80972222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/323,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/323),,23.60972222,92.80916667,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/324,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/324),,23.61361111,92.80777778,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/327,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/327),,23.61222222,92.80527778,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/328,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/328),,23.61138889,92.80333333,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/331,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/331),,23.60972222,92.79972222,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/342,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/342),,23.61611111,92.79777778,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/343,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/343),,23.61472222,92.79583333,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/344,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/344),,23.615,92.79222222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/345,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/345),,23.61583333,92.79111111,Debris,Slide,23 September 2023,2023-09-23,1,1
MIZ/AZL/2024/346,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/346),,23.61861111,92.79,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/350,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/350),,23.62333333,92.78888889,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/351,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/351),,23.62361111,92.78888889,Debris,Slide,28 August 2024,2024-08-28,1,1
MIZ/AZL/2024/352,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/352),,23.62527778,92.78638889,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/358,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/358),,23.60111111,92.75888889,Debris,Slide,26 May 2024,2024-05-26,1,1
MIZ/AZL/2024/365,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/365),,23.59527778,92.71722222,Debris,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/366,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/366),,23.59055556,92.71611111,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/367,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/367),,23.59027778,92.71583333,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/382,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/382),,23.57138889,92.70972222,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/2024/383,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/383),,23.57055556,92.70888889,Debris,Complex,28 May 2024,2024-05-28,1,1
